,hour,platform_os,no,date_2020-07-03,date_2020-07-04,date_2020-07-05,date_2020-07-06,date_2020-07-07,date_2020-07-08,date_2020-07-09,date_2020-07-10,auction_id,experiment,device_make,browser
7939,15,6,0,1,0,0,0,0,0,0,0,7939,0,46,2
6099,21,6,0,0,0,1,0,0,0,0,0,6099,1,46,2
3303,16,6,0,0,0,0,0,0,0,0,1,3303,1,64,3
2763,18,6,0,0,0,0,0,0,1,0,0,2763,1,189,6
1347,16,6,0,0,0,0,0,0,1,0,0,1347,0,46,2
1173,10,5,0,0,0,0,0,0,0,0,1,1173,0,267,8
2621,6,6,0,0,0,0,0,0,0,1,0,2621,0,46,2
4136,15,6,0,1,0,0,0,0,0,0,0,4136,0,46,2
6757,4,6,0,0,0,0,0,0,0,1,0,6757,1,245,2
578,15,6,0,1,0,0,0,0,0,0,0,578,0,130,14
3223,21,6,0,0,0,1,0,0,0,0,0,3223,1,46,2
4820,16,6,1,0,0,0,0,0,0,1,0,4820,1,180,14
1794,11,6,0,0,0,0,0,0,1,0,0,1794,0,46,2
508,2,6,0,0,0,1,0,0,0,0,0,508,1,46,2
1401,6,6,0,0,1,0,0,0,0,0,0,1401,0,125,3
2050,3,6,0,0,1,0,0,0,0,0,0,2050,0,46,2
4196,15,6,0,0,0,0,0,0,0,0,1,4196,0,46,2
2278,3,6,0,0,0,0,0,0,0,1,0,2278,0,46,2
5448,9,6,0,0,0,1,0,0,0,0,0,5448,1,94,3
6091,16,6,0,0,0,0,0,0,1,0,0,6091,0,46,2
7111,6,6,0,0,0,0,1,0,0,0,0,7111,0,46,2
5097,11,6,0,1,0,0,0,0,0,0,0,5097,1,171,6
1973,2,6,0,0,0,1,0,0,0,0,0,1973,1,43,3
392,6,6,0,0,0,0,0,0,0,1,0,392,1,16,3
6914,1,6,0,0,1,0,0,0,0,0,0,6914,0,46,2
1145,0,6,0,0,0,0,0,0,1,0,0,1145,1,46,2
4838,16,6,0,0,0,0,0,0,1,0,0,4838,1,46,2
462,15,6,0,1,0,0,0,0,0,0,0,462,0,46,2
4727,15,6,0,0,0,0,0,0,0,0,1,4727,0,177,6
910,15,6,0,1,0,0,0,0,0,0,0,910,0,46,2
4864,12,6,0,0,0,0,0,0,0,1,0,4864,1,46,3
6892,22,6,0,0,0,1,0,0,0,0,0,6892,0,46,2
5966,15,6,0,1,0,0,0,0,0,0,0,5966,0,46,2
4996,13,6,0,0,1,0,0,0,0,0,0,4996,1,46,6
7548,15,6,0,1,0,0,0,0,0,0,0,7548,0,46,2
2888,15,5,0,1,0,0,0,0,0,0,0,2888,0,267,8
1214,7,6,0,0,0,1,0,0,0,0,0,1214,1,46,2
6417,8,6,0,1,0,0,0,0,0,0,0,6417,1,46,2
6933,17,6,0,0,1,0,0,0,0,0,0,6933,0,77,2
7662,9,6,0,0,0,0,0,0,0,0,1,7662,0,46,2
6732,9,6,0,0,0,0,0,0,0,0,1,6732,0,46,2
3027,15,6,0,1,0,0,0,0,0,0,0,3027,0,46,2
3361,5,6,0,0,1,0,0,0,0,0,0,3361,1,46,2
3147,4,6,0,0,0,0,0,0,0,0,1,3147,1,46,2
1094,8,6,0,0,0,0,0,0,0,0,1,1094,0,177,14
4789,19,6,0,0,0,1,0,0,0,0,0,4789,0,177,14
7005,20,6,0,0,1,0,0,0,0,0,0,7005,1,46,2
645,17,6,0,0,0,0,0,0,0,1,0,645,0,46,2
1277,8,6,0,0,0,0,0,0,0,1,0,1277,0,91,6
6619,20,6,0,0,0,0,0,0,1,0,0,6619,1,171,3
109,8,6,1,0,0,0,0,0,0,1,0,109,1,46,2
2989,11,6,1,1,0,0,0,0,0,0,0,2989,1,46,2
121,9,6,0,1,0,0,0,0,0,0,0,121,1,197,3
7819,3,6,0,0,0,0,1,0,0,0,0,7819,1,46,2
7355,5,6,1,0,0,1,0,0,0,0,0,7355,0,46,2
3586,15,6,0,1,0,0,0,0,0,0,0,3586,0,46,2
724,10,6,0,1,0,0,0,0,0,0,0,724,1,46,2
3842,14,6,0,0,0,1,0,0,0,0,0,3842,1,46,2
422,15,6,1,1,0,0,0,0,0,0,0,422,0,5,6
5987,6,6,0,0,0,0,1,0,0,0,0,5987,0,46,2
4884,6,6,0,0,0,1,0,0,0,0,0,4884,1,46,2
6190,19,6,0,0,0,0,0,0,1,0,0,6190,1,46,2
1125,15,6,0,0,1,0,0,0,0,0,0,1125,1,46,3
7493,9,6,0,0,0,0,1,0,0,0,0,7493,0,46,2
6762,15,6,1,0,0,0,0,0,1,0,0,6762,1,91,6
6906,15,6,0,1,0,0,0,0,0,0,0,6906,0,46,2
8032,10,6,0,0,0,0,0,0,0,0,1,8032,1,73,3
595,19,6,0,0,0,0,0,0,1,0,0,595,1,184,14
2498,15,6,0,1,0,0,0,0,0,0,0,2498,0,46,2
7802,21,6,0,0,0,0,0,0,1,0,0,7802,0,46,2
966,10,6,0,0,0,0,0,0,0,1,0,966,1,86,3
6122,18,6,0,0,0,0,0,0,0,1,0,6122,0,46,2
1154,1,6,0,0,0,0,0,0,0,0,1,1154,1,8,3
7758,13,6,0,0,0,0,0,0,0,0,1,7758,1,174,14
1746,15,6,0,1,0,0,0,0,0,0,0,1746,0,46,2
2460,15,6,0,1,0,0,0,0,0,0,0,2460,0,46,2
6714,17,6,0,0,0,0,0,0,0,1,0,6714,1,114,14
4904,15,6,0,1,0,0,0,0,0,0,0,4904,0,203,3
6506,23,6,0,0,0,0,0,0,1,0,0,6506,0,46,2
621,10,6,0,0,0,0,0,0,0,1,0,621,1,46,2
946,7,6,0,0,0,0,1,0,0,0,0,946,1,216,3
1907,10,6,0,0,0,0,0,0,0,1,0,1907,1,46,2
199,3,6,0,1,0,0,0,0,0,0,0,199,1,46,2
3771,23,6,0,0,0,0,0,0,1,0,0,3771,0,46,2
2635,4,6,0,0,0,0,0,0,0,1,0,2635,0,197,6
6047,13,6,0,0,0,0,0,0,0,0,1,6047,0,46,2
6887,20,6,0,0,0,0,0,0,1,0,0,6887,0,46,2
2443,19,6,0,0,0,0,0,0,1,0,0,2443,0,46,2
4988,15,6,1,0,1,0,0,0,0,0,0,4988,1,46,2
6223,7,6,0,0,0,0,0,0,0,1,0,6223,0,46,2
5047,15,6,0,1,0,0,0,0,0,0,0,5047,0,46,2
7863,1,6,0,1,0,0,0,0,0,0,0,7863,1,46,2
5247,4,6,1,0,0,0,0,0,0,0,1,5247,1,59,6
5167,3,6,0,0,0,0,1,0,0,0,0,5167,1,46,2
1201,14,6,0,0,0,0,0,0,0,1,0,1201,0,46,2
1777,4,6,0,0,0,0,0,0,0,0,1,1777,1,46,2
3982,13,6,1,0,0,0,0,1,0,0,0,3982,0,46,2
255,19,6,0,0,0,0,0,0,1,0,0,255,1,46,2
599,13,6,0,0,0,0,0,0,0,0,1,599,0,164,6
4294,0,6,1,0,0,0,0,0,0,0,1,4294,0,171,6
2658,0,6,0,0,1,0,0,0,0,0,0,2658,0,182,14
2744,10,6,0,0,0,0,1,0,0,0,0,2744,1,46,2
2705,15,6,0,1,0,0,0,0,0,0,0,2705,0,46,2
4257,15,6,0,0,0,0,0,0,1,0,0,4257,1,46,2
5224,2,6,0,0,0,0,0,0,0,0,1,5224,1,46,2
1688,3,6,0,0,1,0,0,0,0,0,0,1688,0,46,2
441,15,6,0,1,0,0,0,0,0,0,0,441,0,46,2
1956,16,6,0,0,1,0,0,0,0,0,0,1956,0,46,2
3304,12,6,0,0,0,0,0,0,0,0,1,3304,1,46,2
5433,7,6,0,0,0,0,1,0,0,0,0,5433,1,46,2
4217,14,6,0,1,0,0,0,0,0,0,0,4217,1,171,3
7753,17,6,0,0,0,0,0,1,0,0,0,7753,1,184,6
1477,5,6,0,1,0,0,0,0,0,0,0,1477,1,177,3
5502,21,6,1,0,0,0,0,0,1,0,0,5502,1,46,2
1812,2,6,0,0,0,0,0,0,0,0,1,1812,0,46,2
6177,4,6,0,0,0,0,0,0,0,0,1,6177,1,46,2
6184,15,6,0,0,0,0,0,0,1,0,0,6184,1,171,3
4652,20,6,0,0,0,0,0,0,0,1,0,4652,0,184,6
4248,9,6,0,0,0,0,0,0,0,0,1,4248,1,86,3
4856,16,6,0,0,0,0,0,0,0,0,1,4856,1,77,2
5411,12,6,0,0,0,0,0,0,1,0,0,5411,0,84,3
2234,7,6,0,0,0,0,0,0,1,0,0,2234,0,46,2
1813,10,6,0,0,0,0,0,0,0,0,1,1813,1,46,3
2768,6,6,0,0,0,0,0,0,0,1,0,2768,1,46,2
3175,7,6,0,1,0,0,0,0,0,0,0,3175,1,46,2
6656,10,6,1,0,0,0,0,0,0,0,1,6656,1,77,2
2400,16,6,1,0,0,0,0,0,1,0,0,2400,1,46,3
1475,16,6,1,0,0,1,0,0,0,0,0,1475,1,46,3
3122,18,6,0,0,0,1,0,0,0,0,0,3122,1,189,3
2344,9,6,0,0,0,0,0,0,0,0,1,2344,1,46,2
6068,17,6,0,0,0,0,0,0,0,0,1,6068,0,137,14
1738,13,6,0,0,0,0,0,0,0,0,1,1738,0,189,14
1893,7,6,1,1,0,0,0,0,0,0,0,1893,1,46,2
1625,17,6,0,0,0,0,0,0,1,0,0,1625,0,184,14
5227,0,6,0,0,0,0,0,0,1,0,0,5227,1,46,2
7883,7,5,0,0,0,0,0,1,0,0,0,7883,0,267,8
2945,7,6,1,0,0,0,0,0,1,0,0,2945,1,217,3
6376,6,6,0,0,0,0,0,0,1,0,0,6376,1,46,2
2607,21,6,0,0,0,0,0,0,1,0,0,2607,0,46,2
3825,15,6,0,1,0,0,0,0,0,0,0,3825,0,46,2
7987,15,6,0,0,0,0,0,0,1,0,0,7987,1,212,14
6835,15,6,0,1,0,0,0,0,0,0,0,6835,0,46,2
3160,8,6,0,0,0,0,0,0,0,1,0,3160,0,46,2
4965,14,6,0,0,0,0,0,0,0,0,1,4965,1,46,2
1350,21,6,0,0,0,0,0,0,0,1,0,1350,0,46,2
7113,12,6,0,0,0,0,0,0,0,0,1,7113,1,46,2
7798,15,5,0,1,0,0,0,0,0,0,0,7798,0,267,8
3077,3,6,0,0,1,0,0,0,0,0,0,3077,1,122,3
7481,13,6,0,0,0,0,0,0,1,0,0,7481,0,46,2
3212,15,6,0,1,0,0,0,0,0,0,0,3212,0,46,2
5800,6,6,0,0,1,0,0,0,0,0,0,5800,0,144,14
2236,19,6,1,0,0,0,0,0,0,1,0,2236,0,222,6
3925,11,6,0,0,0,0,0,0,0,0,1,3925,1,64,3
5546,8,6,0,0,0,1,0,0,0,0,0,5546,1,46,3
5588,2,6,0,1,0,0,0,0,0,0,0,5588,1,46,2
94,6,6,0,0,0,0,1,0,0,0,0,94,0,94,6
5357,20,6,0,0,0,0,0,0,1,0,0,5357,1,46,2
1410,10,6,0,0,0,0,0,0,1,0,0,1410,0,184,6
1268,1,6,0,0,1,0,0,0,0,0,0,1268,0,46,2
4167,15,6,0,1,0,0,0,0,0,0,0,4167,0,46,2
394,15,5,0,1,0,0,0,0,0,0,0,394,0,267,8
4732,7,6,0,0,0,1,0,0,0,0,0,4732,0,187,6
7825,22,6,0,0,0,0,0,0,1,0,0,7825,1,46,2
1232,22,6,0,0,0,0,0,0,1,0,0,1232,0,204,3
8063,1,6,0,0,1,0,0,0,0,0,0,8063,1,46,2
2319,6,5,0,0,0,0,0,0,0,0,1,2319,0,267,8
3688,19,6,0,0,0,0,0,0,0,1,0,3688,1,169,14
4983,11,6,0,1,0,0,0,0,0,0,0,4983,1,197,14
6932,6,6,0,0,0,1,0,0,0,0,0,6932,1,46,3
5930,5,6,0,0,0,0,0,0,0,1,0,5930,1,46,2
6309,1,6,0,0,0,0,0,0,0,1,0,6309,1,46,2
511,15,6,0,0,0,0,0,0,1,0,0,511,1,46,2
7446,9,6,0,0,0,0,0,1,0,0,0,7446,1,46,2
2399,15,6,0,0,0,0,0,0,1,0,0,2399,1,78,3
5349,19,6,0,0,0,1,0,0,0,0,0,5349,1,188,3
4021,0,6,0,0,1,0,0,0,0,0,0,4021,1,46,2
7873,20,6,0,0,0,0,0,0,0,1,0,7873,0,46,2
7832,15,6,0,1,0,0,0,0,0,0,0,7832,0,174,14
35,15,6,0,1,0,0,0,0,0,0,0,35,0,17,3
2879,8,6,0,0,0,1,0,0,0,0,0,2879,1,182,3
936,4,6,0,0,0,0,0,0,0,0,1,936,0,177,14
3899,15,6,0,1,0,0,0,0,0,0,0,3899,0,46,2
4200,16,6,0,0,1,0,0,0,0,0,0,4200,0,127,6
138,10,6,0,0,0,0,0,0,1,0,0,138,1,46,2
905,15,6,0,1,0,0,0,0,0,0,0,905,0,46,2
4913,20,6,0,0,0,0,0,0,0,1,0,4913,0,124,6
1326,10,6,0,0,0,0,0,1,0,0,0,1326,0,46,2
5626,12,6,1,0,0,0,0,1,0,0,0,5626,1,46,2
6165,13,6,0,0,0,0,0,0,0,0,1,6165,0,70,6
203,1,6,0,0,0,0,0,0,0,1,0,203,1,46,2
2084,18,6,0,0,1,0,0,0,0,0,0,2084,0,123,14
3324,15,6,0,1,0,0,0,0,0,0,0,3324,0,46,2
4333,19,6,0,0,0,0,0,1,0,0,0,4333,1,111,3
5142,15,6,0,1,0,0,0,0,0,0,0,5142,0,137,6
5787,16,6,0,0,0,0,0,0,1,0,0,5787,1,46,2
2844,4,6,0,0,0,0,0,0,1,0,0,2844,1,64,6
3734,15,6,1,0,1,0,0,0,0,0,0,3734,1,46,2
3136,18,6,0,0,0,0,0,0,1,0,0,3136,1,46,2
461,5,6,0,0,0,0,0,0,1,0,0,461,0,46,2
4656,11,6,0,0,0,0,0,1,0,0,0,4656,1,40,6
3593,8,6,0,0,0,0,1,0,0,0,0,3593,1,46,2
329,5,6,0,0,0,0,0,0,0,0,1,329,1,121,14
2367,8,6,1,0,0,0,0,0,0,1,0,2367,1,46,3
154,14,6,0,0,0,1,0,0,0,0,0,154,0,46,2
2631,15,5,1,1,0,0,0,0,0,0,0,2631,0,267,9
7965,21,5,0,0,0,0,0,0,0,1,0,7965,0,267,8
1384,6,6,0,0,1,0,0,0,0,0,0,1384,1,46,2
2374,9,6,0,0,0,0,1,0,0,0,0,2374,0,46,2
6798,17,6,0,0,0,0,0,0,1,0,0,6798,1,46,2
2271,19,6,0,0,1,0,0,0,0,0,0,2271,0,46,3
1425,15,6,0,1,0,0,0,0,0,0,0,1425,0,46,2
4697,12,6,0,0,0,0,0,0,0,1,0,4697,1,177,3
6764,15,6,0,1,0,0,0,0,0,0,0,6764,0,46,2
1930,12,6,0,0,0,1,0,0,0,0,0,1930,0,182,6
2922,0,6,0,0,0,1,0,0,0,0,0,2922,0,46,2
2001,1,6,0,0,0,0,0,1,0,0,0,2001,1,46,2
3908,9,6,0,0,1,0,0,0,0,0,0,3908,1,264,3
344,10,6,0,1,0,0,0,0,0,0,0,344,1,15,6
5361,20,6,0,0,0,0,0,0,0,1,0,5361,0,46,2
6989,15,6,0,1,0,0,0,0,0,0,0,6989,0,46,2
4609,14,6,0,0,0,0,0,1,0,0,0,4609,1,46,2
6717,15,6,0,0,0,0,0,0,0,1,0,6717,1,46,3
5450,15,6,0,1,0,0,0,0,0,0,0,5450,0,199,14
1169,3,6,0,0,0,0,0,0,1,0,0,1169,1,84,3
470,15,6,0,1,0,0,0,0,0,0,0,470,0,46,2
5485,15,6,0,1,0,0,0,0,0,0,0,5485,0,46,2
3037,8,6,0,1,0,0,0,0,0,0,0,3037,1,46,2
7149,22,6,0,0,0,0,0,0,0,1,0,7149,0,46,6
4563,6,6,0,0,0,0,0,1,0,0,0,4563,1,46,2
1213,2,6,0,1,0,0,0,0,0,0,0,1213,1,85,3
204,15,6,0,1,0,0,0,0,0,0,0,204,0,46,2
7559,6,6,0,0,0,0,0,1,0,0,0,7559,1,184,14
3419,20,6,0,0,0,0,0,0,1,0,0,3419,1,233,3
2325,13,6,0,0,0,0,0,1,0,0,0,2325,1,46,2
2854,15,6,0,1,0,0,0,0,0,0,0,2854,0,122,14
6991,7,6,0,0,0,1,0,0,0,0,0,6991,1,94,3
3074,20,6,0,0,0,0,0,0,1,0,0,3074,0,46,2
8022,14,6,0,1,0,0,0,0,0,0,0,8022,1,46,6
2584,6,5,0,0,1,0,0,0,0,0,0,2584,0,267,8
4429,18,6,0,0,0,0,0,0,0,1,0,4429,0,46,2
942,15,6,0,1,0,0,0,0,0,0,0,942,0,46,2
3548,9,6,0,0,0,0,0,0,0,0,1,3548,1,46,3
310,10,6,0,0,0,1,0,0,0,0,0,310,0,177,6
6225,15,6,1,1,0,0,0,0,0,0,0,6225,0,46,2
7148,14,6,0,0,0,0,0,0,0,1,0,7148,0,46,2
4293,19,6,0,0,0,0,0,0,1,0,0,4293,1,46,2
5648,15,6,0,1,0,0,0,0,0,0,0,5648,0,46,2
653,15,6,1,1,0,0,0,0,0,0,0,653,0,46,2
4990,15,6,0,0,0,1,0,0,0,0,0,4990,0,46,2
4181,22,6,0,0,0,0,0,0,0,1,0,4181,1,90,3
2475,15,6,0,1,0,0,0,0,0,0,0,2475,0,177,3
3566,20,6,0,0,0,0,0,0,0,1,0,3566,0,46,2
2508,14,6,0,0,1,0,0,0,0,0,0,2508,1,46,2
2634,1,6,0,0,0,0,1,0,0,0,0,2634,1,213,3
2230,15,6,0,1,0,0,0,0,0,0,0,2230,0,197,14
577,12,6,0,0,0,0,0,0,0,1,0,577,0,46,2
7804,15,6,0,1,0,0,0,0,0,0,0,7804,0,222,6
6025,9,6,1,0,0,0,0,0,0,1,0,6025,1,46,2
2805,20,6,0,0,1,0,0,0,0,0,0,2805,0,46,2
297,17,6,0,0,0,0,0,0,1,0,0,297,1,46,2
4530,11,6,0,0,0,0,0,0,0,1,0,4530,1,46,2
6341,10,6,0,0,1,0,0,0,0,0,0,6341,0,169,3
4551,15,6,1,1,0,0,0,0,0,0,0,4551,0,46,2
4649,18,6,0,0,0,1,0,0,0,0,0,4649,1,15,6
237,10,6,0,0,0,1,0,0,0,0,0,237,0,239,6
779,17,6,0,0,0,0,0,0,1,0,0,779,0,201,6
649,4,6,0,1,0,0,0,0,0,0,0,649,1,164,3
1698,14,6,0,1,0,0,0,0,0,0,0,1698,1,177,3
1872,6,6,0,0,0,0,0,0,0,0,1,1872,1,31,3
5414,15,6,0,1,0,0,0,0,0,0,0,5414,0,46,2
6517,18,6,0,0,0,0,0,0,1,0,0,6517,0,46,2
4687,9,6,0,0,1,0,0,0,0,0,0,4687,0,46,2
5859,21,5,0,0,0,1,0,0,0,0,0,5859,0,267,8
3693,2,6,0,0,0,0,0,0,0,1,0,3693,1,46,2
1799,15,6,0,0,0,0,0,0,1,0,0,1799,1,46,2
5169,5,6,0,0,1,0,0,0,0,0,0,5169,1,46,2
6180,0,6,0,0,0,0,0,1,0,0,0,6180,0,46,2
1302,11,6,0,0,0,0,0,0,0,1,0,1302,0,46,2
7162,3,6,0,0,0,0,0,0,0,1,0,7162,0,208,3
5780,13,6,0,0,0,0,0,0,1,0,0,5780,1,46,2
377,8,6,0,0,0,0,0,0,0,0,1,377,0,182,3
155,15,5,0,1,0,0,0,0,0,0,0,155,0,267,8
2815,15,6,0,1,0,0,0,0,0,0,0,2815,0,46,2
4690,19,6,0,0,0,0,0,1,0,0,0,4690,1,114,14
6678,8,6,0,0,0,0,1,0,0,0,0,6678,1,46,2
2874,10,6,1,0,0,0,0,0,0,1,0,2874,0,184,6
6943,8,6,0,0,0,1,0,0,0,0,0,6943,0,46,2
384,10,6,0,0,0,0,0,0,0,0,1,384,0,46,2
1220,5,6,0,0,0,1,0,0,0,0,0,1220,1,46,2
6881,18,6,0,0,0,1,0,0,0,0,0,6881,1,203,14
3220,15,6,0,1,0,0,0,0,0,0,0,3220,0,46,2
5057,20,6,1,0,0,0,0,0,0,1,0,5057,1,15,6
3653,12,5,0,0,0,0,0,1,0,0,0,3653,0,267,8
6293,12,6,1,0,0,1,0,0,0,0,0,6293,0,190,14
659,17,6,0,0,0,0,0,0,1,0,0,659,1,46,2
3138,14,6,1,0,0,0,0,1,0,0,0,3138,1,46,3
6529,10,5,0,0,0,0,0,1,0,0,0,6529,0,267,8
2716,15,6,0,1,0,0,0,0,0,0,0,2716,0,46,6
2982,5,6,0,0,0,0,0,1,0,0,0,2982,0,186,6
569,11,6,0,1,0,0,0,0,0,0,0,569,1,189,3
6308,7,6,0,0,0,0,1,0,0,0,0,6308,0,197,3
260,16,6,0,0,0,0,0,0,1,0,0,260,0,46,2
5343,1,6,0,0,0,0,1,0,0,0,0,5343,1,46,2
1900,14,6,0,0,0,0,0,0,1,0,0,1900,1,46,2
7848,8,6,0,0,0,0,0,0,0,0,1,7848,1,177,3
82,6,6,0,0,0,0,0,0,0,0,1,82,1,182,3
2896,1,6,0,0,1,0,0,0,0,0,0,2896,1,51,3
4209,18,6,0,0,0,0,0,1,0,0,0,4209,1,130,14
320,5,6,0,0,0,0,0,0,0,0,1,320,0,139,6
3827,15,6,0,1,0,0,0,0,0,0,0,3827,0,239,6
2305,11,6,0,0,0,0,0,1,0,0,0,2305,1,46,2
2231,8,6,0,0,0,1,0,0,0,0,0,2231,0,111,6
5642,20,6,0,0,0,0,0,0,1,0,0,5642,1,46,2
7015,9,6,0,0,0,0,0,0,0,0,1,7015,0,184,14
6260,5,6,0,0,0,0,0,1,0,0,0,6260,1,226,3
4447,9,6,0,0,1,0,0,0,0,0,0,4447,1,46,2
7951,3,6,0,0,0,0,1,0,0,0,0,7951,1,46,2
1745,4,6,0,0,0,0,0,0,0,1,0,1745,0,46,2
7122,4,6,0,0,0,0,0,0,0,1,0,7122,1,70,3
4070,9,6,0,0,0,0,0,1,0,0,0,4070,1,46,2
4788,3,6,0,0,0,1,0,0,0,0,0,4788,0,46,2
3848,15,6,1,0,0,0,0,0,0,0,1,3848,1,171,14
1904,2,6,0,0,0,0,1,0,0,0,0,1904,1,171,3
4265,0,6,0,0,0,0,0,0,0,0,1,4265,1,46,2
6740,2,6,0,0,0,1,0,0,0,0,0,6740,0,46,2
3814,18,6,0,0,1,0,0,0,0,0,0,3814,0,63,2
1120,15,6,0,1,0,0,0,0,0,0,0,1120,0,46,2
2738,11,6,0,0,0,0,0,0,0,0,1,2738,1,180,3
849,21,6,0,0,0,0,0,0,0,1,0,849,1,46,2
3133,11,6,0,0,0,0,0,0,0,0,1,3133,0,46,2
5091,2,6,0,0,0,0,0,1,0,0,0,5091,0,159,14
7596,8,6,1,0,0,0,0,0,0,1,0,7596,1,92,3
1764,21,6,0,0,0,0,0,1,0,0,0,1764,1,139,14
7089,20,6,1,0,1,0,0,0,0,0,0,7089,0,246,6
2838,15,6,0,1,0,0,0,0,0,0,0,2838,0,46,2
3788,8,6,0,0,1,0,0,0,0,0,0,3788,0,46,2
7334,15,6,1,1,0,0,0,0,0,0,0,7334,0,46,3
6838,21,6,0,0,0,1,0,0,0,0,0,6838,1,164,14
112,6,6,0,1,0,0,0,0,0,0,0,112,1,171,3
4003,15,5,0,0,0,0,0,0,1,0,0,4003,1,267,8
4169,12,6,0,0,0,0,0,0,0,1,0,4169,0,137,14
3443,19,5,0,0,0,0,0,0,1,0,0,3443,0,267,8
1624,3,6,1,0,1,0,0,0,0,0,0,1624,0,46,2
4015,18,6,1,0,0,0,0,0,1,0,0,4015,0,46,2
6230,16,5,0,0,1,0,0,0,0,0,0,6230,0,267,8
2148,15,6,0,0,0,0,0,0,1,0,0,2148,0,239,6
7164,15,5,0,0,0,0,0,0,0,1,0,7164,0,267,8
3213,15,6,0,1,0,0,0,0,0,0,0,3213,0,46,2
1164,15,6,0,0,0,0,0,0,0,0,1,1164,0,46,2
6587,15,6,0,1,0,0,0,0,0,0,0,6587,0,46,2
5675,15,6,0,1,0,0,0,0,0,0,0,5675,0,28,2
6203,15,5,1,1,0,0,0,0,0,0,0,6203,0,267,8
4569,1,6,0,0,0,1,0,0,0,0,0,4569,1,46,2
2356,13,5,0,0,1,0,0,0,0,0,0,2356,0,267,8
36,4,6,0,0,0,0,1,0,0,0,0,36,1,46,2
5851,19,6,0,0,0,0,0,0,0,1,0,5851,1,46,2
2459,3,6,0,0,0,1,0,0,0,0,0,2459,0,46,2
7449,9,6,0,0,1,0,0,0,0,0,0,7449,1,46,11
840,8,6,0,0,0,0,0,0,0,1,0,840,1,46,2
7042,15,6,0,1,0,0,0,0,0,0,0,7042,0,46,2
2195,20,6,0,0,0,0,0,0,1,0,0,2195,1,160,3
6561,7,6,0,0,0,0,0,1,0,0,0,6561,0,132,3
5123,8,6,0,0,0,0,0,0,0,0,1,5123,1,46,2
6806,7,6,0,0,1,0,0,0,0,0,0,6806,0,123,14
5869,13,6,0,0,0,0,0,1,0,0,0,5869,0,46,2
2667,15,6,0,1,0,0,0,0,0,0,0,2667,0,46,2
7514,15,6,0,1,0,0,0,0,0,0,0,7514,0,46,2
583,22,6,0,0,0,0,0,0,1,0,0,583,1,177,3
7884,15,6,0,1,0,0,0,0,0,0,0,7884,0,46,2
3950,15,6,0,0,0,1,0,0,0,0,0,3950,1,46,2
3599,15,6,0,0,0,0,0,0,1,0,0,3599,1,186,3
535,10,6,0,1,0,0,0,0,0,0,0,535,1,46,2
715,10,6,0,0,0,1,0,0,0,0,0,715,1,46,2
759,15,6,1,1,0,0,0,0,0,0,0,759,0,46,2
5916,6,6,1,0,1,0,0,0,0,0,0,5916,1,101,3
7222,15,6,0,1,0,0,0,0,0,0,0,7222,0,46,2
6638,3,6,0,0,0,0,1,0,0,0,0,6638,0,46,2
6258,14,6,0,0,0,0,0,0,0,0,1,6258,1,46,2
1432,14,6,0,0,0,0,0,0,1,0,0,1432,0,46,3
3431,7,6,0,0,0,0,0,0,0,0,1,3431,1,46,3
2186,5,6,0,1,0,0,0,0,0,0,0,2186,1,46,3
5641,18,6,0,0,1,0,0,0,0,0,0,5641,1,111,14
5650,15,5,0,0,0,1,0,0,0,0,0,5650,0,267,8
6205,6,6,0,0,1,0,0,0,0,0,0,6205,0,46,2
6973,12,6,1,0,1,0,0,0,0,0,0,6973,0,5,6
1387,7,6,0,0,0,0,0,0,0,0,1,1387,1,46,2
2792,18,6,0,0,0,0,0,0,1,0,0,2792,0,46,2
4923,11,6,0,0,0,0,0,0,0,0,1,4923,0,46,2
4455,10,6,1,0,1,0,0,0,0,0,0,4455,1,46,2
2951,15,6,0,1,0,0,0,0,0,0,0,2951,0,46,2
5000,16,6,0,0,0,1,0,0,0,0,0,5000,0,46,2
5299,16,6,0,0,0,0,0,1,0,0,0,5299,1,186,3
7617,21,6,0,0,0,0,0,0,1,0,0,7617,0,46,2
7372,4,6,0,0,0,1,0,0,0,0,0,7372,1,46,2
4675,22,6,0,0,0,0,0,0,1,0,0,4675,1,46,2
3474,20,6,0,0,0,0,0,0,1,0,0,3474,1,46,3
2468,19,6,0,0,0,0,0,0,1,0,0,2468,1,243,3
7963,16,6,0,0,0,0,0,0,1,0,0,7963,0,46,2
4395,11,6,0,0,0,0,0,0,0,1,0,4395,1,223,12
1449,2,6,0,0,0,0,0,0,0,1,0,1449,1,46,2
2012,15,6,0,0,0,0,0,0,0,0,1,2012,1,46,2
1655,15,6,0,1,0,0,0,0,0,0,0,1655,0,46,2
6069,11,6,0,1,0,0,0,0,0,0,0,6069,1,46,2
4469,14,6,0,0,0,0,0,0,0,1,0,4469,1,46,2
7705,5,6,0,0,0,0,0,0,0,1,0,7705,0,91,3
4191,15,6,0,1,0,0,0,0,0,0,0,4191,0,46,2
1052,7,6,0,0,0,0,0,0,1,0,0,1052,1,90,3
7631,3,6,0,0,0,0,1,0,0,0,0,7631,1,111,3
6993,15,6,0,1,0,0,0,0,0,0,0,6993,0,46,2
3427,1,6,0,0,0,0,1,0,0,0,0,3427,1,46,2
196,12,6,0,0,0,0,0,0,0,1,0,196,0,180,6
4816,15,6,0,1,0,0,0,0,0,0,0,4816,0,203,3
