,hour,platform_os,no,date_2020-07-03,date_2020-07-04,date_2020-07-05,date_2020-07-06,date_2020-07-07,date_2020-07-08,date_2020-07-09,date_2020-07-10,auction_id,experiment,device_make,browser
1898,2,6,0,0,0,0,0,0,0,0,1,1898,0,177,6
6469,15,6,0,1,0,0,0,0,0,0,0,6469,0,184,14
5847,0,5,0,0,0,0,0,0,0,1,0,5847,0,267,8
7732,15,6,1,0,0,0,0,0,1,0,0,7732,1,46,2
3341,4,6,1,0,1,0,0,0,0,0,0,3341,1,46,2
6372,16,6,0,0,0,0,0,0,1,0,0,6372,0,46,2
5292,9,6,0,0,0,0,1,0,0,0,0,5292,1,46,2
4680,14,5,0,0,0,1,0,0,0,0,0,4680,0,267,9
5791,14,6,0,0,0,0,0,0,1,0,0,5791,0,15,6
3854,2,6,1,0,0,0,0,0,0,0,1,3854,1,46,2
7657,15,6,0,1,0,0,0,0,0,0,0,7657,0,92,6
7457,16,6,0,0,1,0,0,0,0,0,0,7457,1,110,6
3752,15,6,1,0,1,0,0,0,0,0,0,3752,1,46,3
3613,15,6,0,0,0,0,0,0,0,1,0,3613,0,46,2
2959,13,6,0,0,0,0,0,0,0,1,0,2959,0,188,6
2294,12,6,0,0,0,0,0,0,0,1,0,2294,0,46,2
3926,15,6,0,1,0,0,0,0,0,0,0,3926,0,46,2
937,10,6,0,0,0,0,0,0,0,0,1,937,0,46,2
6929,1,6,0,0,0,0,0,0,0,1,0,6929,0,46,2
7874,14,6,1,0,0,0,0,0,0,1,0,7874,1,46,2
6983,9,6,0,1,0,0,0,0,0,0,0,6983,1,119,3
6992,15,6,0,0,0,0,0,0,0,0,1,6992,1,46,2
532,11,6,0,0,0,0,0,0,0,1,0,532,1,46,3
6298,18,6,1,0,0,1,0,0,0,0,0,6298,0,46,2
84,21,6,0,0,0,1,0,0,0,0,0,84,0,106,2
7021,3,6,0,0,0,0,0,0,0,0,1,7021,1,46,2
2573,18,6,1,0,0,0,0,0,1,0,0,2573,1,181,6
1376,15,6,1,0,0,0,0,0,0,1,0,1376,0,122,14
4558,15,6,1,1,0,0,0,0,0,0,0,4558,0,46,2
6496,15,6,0,1,0,0,0,0,0,0,0,6496,0,189,14
7643,5,6,0,0,0,0,0,0,0,1,0,7643,1,46,3
5019,16,6,0,0,0,1,0,0,0,0,0,5019,1,46,2
2425,15,6,0,1,0,0,0,0,0,0,0,2425,0,41,6
4963,19,6,0,0,0,0,0,0,1,0,0,4963,1,5,6
1260,22,6,0,0,0,0,0,0,0,1,0,1260,1,46,2
7961,0,6,0,0,0,0,0,1,0,0,0,7961,1,46,2
579,20,6,0,0,0,1,0,0,0,0,0,579,1,46,2
4165,15,5,0,0,1,0,0,0,0,0,0,4165,1,267,8
7733,12,6,0,0,0,0,0,0,0,1,0,7733,0,46,2
7086,4,6,0,0,0,0,0,0,0,1,0,7086,0,46,2
1486,10,6,0,1,0,0,0,0,0,0,0,1486,1,46,2
7294,13,6,0,1,0,0,0,0,0,0,0,7294,1,46,2
2257,15,6,0,1,0,0,0,0,0,0,0,2257,0,46,2
7890,5,6,0,0,0,0,1,0,0,0,0,7890,0,46,2
6665,14,6,0,0,0,0,0,0,0,0,1,6665,1,182,3
7941,20,6,0,0,0,0,0,0,1,0,0,7941,1,46,2
5923,18,6,0,0,0,0,0,0,0,1,0,5923,0,186,14
5751,15,6,0,1,0,0,0,0,0,0,0,5751,0,46,2
968,15,6,0,1,0,0,0,0,0,0,0,968,0,46,2
658,15,6,1,0,0,0,0,0,0,1,0,658,0,46,2
6597,15,5,0,1,0,0,0,0,0,0,0,6597,0,267,8
3388,7,6,0,0,0,0,0,0,0,0,1,3388,0,46,2
4694,17,6,0,0,0,0,0,0,1,0,0,4694,0,46,2
4835,15,6,0,1,0,0,0,0,0,0,0,4835,0,46,2
793,15,6,0,1,0,0,0,0,0,0,0,793,0,46,2
8039,15,6,0,0,0,0,0,1,0,0,0,8039,1,46,2
4137,13,6,0,0,0,1,0,0,0,0,0,4137,0,138,3
410,7,6,0,0,0,0,0,0,1,0,0,410,0,46,6
3182,22,6,0,0,1,0,0,0,0,0,0,3182,0,46,2
2669,14,6,0,0,0,0,0,0,1,0,0,2669,0,32,6
2489,8,6,0,0,0,0,0,1,0,0,0,2489,0,46,2
2515,15,6,0,0,0,1,0,0,0,0,0,2515,1,46,2
5236,19,6,0,0,1,0,0,0,0,0,0,5236,0,46,2
3856,15,6,0,1,0,0,0,0,0,0,0,3856,0,99,6
3199,16,6,0,0,0,0,0,0,0,1,0,3199,1,125,3
7058,9,6,0,0,1,0,0,0,0,0,0,7058,1,46,2
6489,11,6,0,0,1,0,0,0,0,0,0,6489,1,46,3
2486,18,5,0,0,0,0,0,0,1,0,0,2486,0,267,8
3866,12,6,0,0,0,1,0,0,0,0,0,3866,0,46,2
7634,13,6,0,0,0,0,0,1,0,0,0,7634,1,114,3
335,15,6,1,1,0,0,0,0,0,0,0,335,0,46,2
605,15,6,0,0,0,1,0,0,0,0,0,605,1,46,2
1181,10,6,0,0,0,0,1,0,0,0,0,1181,1,46,2
939,15,6,0,1,0,0,0,0,0,0,0,939,0,70,6
182,20,6,0,0,1,0,0,0,0,0,0,182,1,46,2
4701,0,6,0,0,0,0,0,0,0,0,1,4701,1,46,3
1732,11,6,0,0,0,0,0,0,0,0,1,1732,1,46,2
2882,9,6,0,0,0,1,0,0,0,0,0,2882,1,164,3
4702,13,6,0,0,0,0,0,0,0,0,1,4702,1,46,2
989,15,6,0,0,1,0,0,0,0,0,0,989,1,46,2
5838,13,6,0,0,0,0,0,0,0,0,1,5838,1,46,2
5466,12,6,0,0,0,0,0,0,1,0,0,5466,1,171,14
2952,15,6,1,0,0,0,0,0,1,0,0,2952,1,46,2
4507,8,6,0,0,0,0,1,0,0,0,0,4507,1,46,3
5287,15,5,0,1,0,0,0,0,0,0,0,5287,0,267,8
4178,3,6,0,0,0,0,0,1,0,0,0,4178,1,46,2
1654,2,6,0,0,0,1,0,0,0,0,0,1654,1,46,2
6247,19,6,0,0,0,0,0,0,1,0,0,6247,1,133,3
1685,2,6,0,0,1,0,0,0,0,0,0,1685,0,46,2
2937,20,6,0,0,0,0,0,0,0,1,0,2937,0,177,3
3602,15,6,0,1,0,0,0,0,0,0,0,3602,0,46,2
2958,9,6,0,0,0,0,0,1,0,0,0,2958,1,46,2
3226,15,6,0,1,0,0,0,0,0,0,0,3226,0,46,2
7709,1,6,0,0,0,1,0,0,0,0,0,7709,0,46,2
1320,9,6,0,0,0,0,1,0,0,0,0,1320,1,46,2
6142,3,6,0,1,0,0,0,0,0,0,0,6142,1,260,2
4458,1,6,0,0,0,0,0,0,0,1,0,4458,1,184,3
5443,15,6,0,1,0,0,0,0,0,0,0,5443,0,46,2
7870,13,6,0,0,0,0,0,0,0,0,1,7870,0,46,2
630,16,6,0,0,0,0,0,0,0,0,1,630,1,46,2
424,16,6,0,0,0,1,0,0,0,0,0,424,0,46,2
6485,3,5,0,0,0,0,0,0,1,0,0,6485,1,267,8
7450,4,6,0,0,0,0,0,0,1,0,0,7450,0,33,6
571,20,6,0,0,0,0,0,0,1,0,0,571,1,46,2
1776,3,6,0,0,1,0,0,0,0,0,0,1776,0,46,2
2099,18,6,0,0,0,0,0,0,1,0,0,2099,0,46,2
2522,9,5,0,0,0,0,0,0,0,0,1,2522,1,267,8
7928,5,6,0,0,0,1,0,0,0,0,0,7928,1,87,3
7629,15,6,0,1,0,0,0,0,0,0,0,7629,0,46,2
4497,2,6,0,0,0,0,0,1,0,0,0,4497,1,194,2
1610,9,6,0,0,0,0,1,0,0,0,0,1610,0,46,3
105,15,6,0,1,0,0,0,0,0,0,0,105,0,46,2
7674,12,6,0,0,0,0,0,0,0,1,0,7674,0,46,2
1781,15,6,0,1,0,0,0,0,0,0,0,1781,0,204,14
1941,15,6,0,1,0,0,0,0,0,0,0,1941,0,46,2
751,15,6,0,1,0,0,0,0,0,0,0,751,0,83,6
4253,16,6,0,0,0,0,0,0,0,1,0,4253,0,217,6
7221,20,6,0,0,0,0,0,0,1,0,0,7221,1,46,2
5560,19,6,0,0,1,0,0,0,0,0,0,5560,1,177,3
6540,6,6,0,0,0,0,0,1,0,0,0,6540,0,169,6
1224,9,6,0,0,0,1,0,0,0,0,0,1224,0,77,2
7095,5,5,0,0,0,0,0,0,0,1,0,7095,0,267,8
7055,5,6,0,0,0,0,0,0,0,1,0,7055,0,46,3
7776,15,6,0,1,0,0,0,0,0,0,0,7776,0,46,2
6577,0,6,0,0,0,0,0,0,0,1,0,6577,1,137,6
2769,15,6,0,1,0,0,0,0,0,0,0,2769,1,46,2
1059,14,6,0,0,0,0,0,0,1,0,0,1059,1,46,2
1492,6,6,1,0,0,0,0,0,0,1,0,1492,1,46,2
3972,14,6,0,0,0,1,0,0,0,0,0,3972,1,46,2
1047,20,6,0,0,0,0,0,1,0,0,0,1047,1,123,3
6948,15,6,0,0,0,0,0,0,1,0,0,6948,0,77,2
701,19,6,0,0,0,0,0,0,0,1,0,701,1,46,2
3732,15,6,0,1,0,0,0,0,0,0,0,3732,0,46,2
3295,9,6,0,0,0,0,0,0,0,0,1,3295,1,174,14
7844,15,6,0,1,0,0,0,0,0,0,0,7844,0,77,2
955,9,6,0,0,0,0,0,0,0,0,1,955,0,46,2
6166,14,6,0,0,0,0,0,0,1,0,0,6166,1,46,2
4473,9,6,1,0,0,0,0,1,0,0,0,4473,1,155,14
4472,12,6,0,0,0,1,0,0,0,0,0,4472,1,46,2
7708,6,6,0,0,0,0,0,0,0,1,0,7708,1,131,3
7073,11,6,0,1,0,0,0,0,0,0,0,7073,1,46,2
3836,12,6,0,1,0,0,0,0,0,0,0,3836,1,210,3
7726,18,6,0,0,0,0,0,0,1,0,0,7726,0,46,2
4078,15,6,0,1,0,0,0,0,0,0,0,4078,0,46,2
1938,17,6,0,0,0,0,0,1,0,0,0,1938,0,46,2
1802,15,6,0,1,0,0,0,0,0,0,0,1802,0,46,2
1119,1,6,0,0,0,0,1,0,0,0,0,1119,1,127,3
1016,15,6,0,1,0,0,0,0,0,0,0,1016,0,203,14
4728,7,6,0,0,0,0,1,0,0,0,0,4728,1,46,2
409,14,6,0,0,0,1,0,0,0,0,0,409,1,164,14
2051,13,6,0,0,0,0,0,0,1,0,0,2051,1,46,2
4297,7,6,1,0,0,0,0,0,0,0,1,4297,1,46,2
5539,22,6,0,0,0,0,0,0,1,0,0,5539,1,46,2
2822,11,6,0,0,0,1,0,0,0,0,0,2822,1,46,2
3436,12,6,0,0,1,0,0,0,0,0,0,3436,0,201,6
5316,10,6,0,0,0,0,1,0,0,0,0,5316,1,46,2
1108,19,6,0,0,0,0,0,1,0,0,0,1108,0,46,2
1901,18,6,0,0,0,1,0,0,0,0,0,1901,1,41,3
6885,4,6,0,0,0,0,1,0,0,0,0,6885,1,77,2
2290,10,5,0,0,0,0,1,0,0,0,0,2290,0,267,8
6546,8,6,0,0,0,0,0,0,0,0,1,6546,0,46,2
4823,10,6,0,1,0,0,0,0,0,0,0,4823,1,32,3
2364,2,6,1,0,0,0,0,1,0,0,0,2364,1,46,2
7983,12,6,0,0,1,0,0,0,0,0,0,7983,0,46,2
822,6,6,0,0,0,1,0,0,0,0,0,822,0,46,2
1607,15,6,0,1,0,0,0,0,0,0,0,1607,0,216,14
4700,15,6,0,1,0,0,0,0,0,0,0,4700,0,164,14
4059,3,6,0,0,0,0,1,0,0,0,0,4059,1,107,3
2694,13,6,0,0,0,0,0,0,0,1,0,2694,0,41,3
3967,6,6,0,0,0,0,0,0,0,0,1,3967,1,46,2
5495,10,5,0,0,0,0,0,0,0,1,0,5495,1,267,8
1599,6,6,0,0,1,0,0,0,0,0,0,1599,0,204,14
5191,17,6,0,0,0,0,0,0,1,0,0,5191,0,46,2
7034,15,5,0,1,0,0,0,0,0,0,0,7034,0,267,9
5802,12,6,0,0,0,0,0,0,1,0,0,5802,1,46,2
1534,15,6,0,1,0,0,0,0,0,0,0,1534,0,46,2
3406,15,6,0,1,0,0,0,0,0,0,0,3406,0,46,2
1635,15,6,0,1,0,0,0,0,0,0,0,1635,0,99,6
7931,6,6,0,0,0,0,0,0,0,0,1,7931,1,90,3
869,15,6,0,1,0,0,0,0,0,0,0,869,0,46,2
5946,18,6,0,0,0,0,0,0,1,0,0,5946,1,46,2
4826,8,6,0,0,1,0,0,0,0,0,0,4826,0,46,2
3738,15,6,0,1,0,0,0,0,0,0,0,3738,0,46,2
3745,16,6,0,0,0,0,0,0,1,0,0,3745,1,46,2
6326,9,6,0,0,1,0,0,0,0,0,0,6326,1,14,3
1191,8,6,0,0,1,0,0,0,0,0,0,1191,0,46,2
2196,20,6,0,0,0,0,0,0,1,0,0,2196,1,107,3
4938,0,6,0,0,1,0,0,0,0,0,0,4938,1,46,2
5605,20,6,0,0,1,0,0,0,0,0,0,5605,1,46,2
6497,13,6,0,1,0,0,0,0,0,0,0,6497,1,46,2
7614,15,6,0,1,0,0,0,0,0,0,0,7614,0,194,14
4761,4,5,0,0,1,0,0,0,0,0,0,4761,1,267,8
7751,6,6,0,0,1,0,0,0,0,0,0,7751,1,46,3
2912,2,6,0,0,0,1,0,0,0,0,0,2912,1,46,2
6715,16,6,0,0,1,0,0,0,0,0,0,6715,1,101,14
8047,14,6,0,0,0,0,0,0,0,0,1,8047,1,46,2
231,18,6,0,0,0,0,0,0,1,0,0,231,1,133,14
4348,19,6,0,0,0,0,0,0,1,0,0,4348,0,77,2
3096,15,5,0,1,0,0,0,0,0,0,0,3096,0,267,8
7466,2,6,0,0,0,1,0,0,0,0,0,7466,0,46,2
639,18,6,0,0,0,0,0,0,0,1,0,639,0,46,2
1934,15,6,0,1,0,0,0,0,0,0,0,1934,0,46,2
8030,8,6,0,0,0,0,0,0,0,0,1,8030,1,46,2
7415,12,6,0,0,0,0,0,0,0,0,1,7415,0,46,2
2987,15,6,0,1,0,0,0,0,0,0,0,2987,0,46,2
8059,21,6,0,0,0,1,0,0,0,0,0,8059,1,46,2
3534,13,6,0,0,0,0,0,0,1,0,0,3534,0,184,3
3227,4,6,0,0,0,0,0,0,0,0,1,3227,0,177,14
3964,20,6,0,0,0,1,0,0,0,0,0,3964,1,46,2
2059,16,6,0,0,0,0,0,0,1,0,0,2059,1,154,3
3968,13,6,0,1,0,0,0,0,0,0,0,3968,1,16,6
5528,12,6,0,0,0,0,0,0,0,0,1,5528,0,177,6
4144,6,6,0,1,0,0,0,0,0,0,0,4144,1,182,3
2355,19,6,0,0,0,0,0,0,0,1,0,2355,0,46,2
4324,14,6,0,0,0,0,0,0,1,0,0,4324,0,46,2
1051,4,6,0,1,0,0,0,0,0,0,0,1051,1,46,2
5351,7,6,1,0,0,1,0,0,0,0,0,5351,1,46,2
2315,15,6,0,0,0,0,0,0,1,0,0,2315,1,46,2
3517,10,6,0,0,0,0,0,1,0,0,0,3517,0,46,3
7778,15,6,0,0,0,0,0,0,0,1,0,7778,1,46,2
1705,13,6,0,0,0,0,0,0,0,1,0,1705,0,46,6
1469,13,6,0,0,0,0,0,0,0,0,1,1469,1,171,3
3839,18,6,0,0,0,0,0,0,1,0,0,3839,1,46,2
5666,3,6,0,0,0,1,0,0,0,0,0,5666,1,46,2
3878,6,6,0,0,0,0,0,0,0,0,1,3878,0,46,2
7421,8,6,0,0,0,0,1,0,0,0,0,7421,1,94,3
6620,5,6,0,0,0,0,1,0,0,0,0,6620,0,46,2
1457,19,6,0,0,0,0,0,0,1,0,0,1457,0,46,2
1245,19,6,0,0,0,0,0,0,1,0,0,1245,0,177,14
3570,16,6,0,0,0,1,0,0,0,0,0,3570,1,46,2
5704,16,6,0,0,0,0,0,0,1,0,0,5704,0,184,14
6990,6,6,0,0,0,0,0,1,0,0,0,6990,0,46,2
3261,14,6,0,0,0,0,0,0,0,1,0,3261,0,46,2
1978,15,6,0,1,0,0,0,0,0,0,0,1978,0,46,2
1597,16,6,0,0,0,0,0,0,0,1,0,1597,1,63,2
5279,10,6,0,1,0,0,0,0,0,0,0,5279,1,46,2
6094,7,6,0,0,0,0,0,0,0,0,1,6094,1,46,2
7008,15,6,0,1,0,0,0,0,0,0,0,7008,0,46,2
4145,10,6,0,0,1,0,0,0,0,0,0,4145,1,180,6
7121,8,6,0,0,0,0,0,0,0,0,1,7121,1,46,2
3509,18,6,0,0,0,0,0,0,0,1,0,3509,1,46,2
4986,15,6,0,1,0,0,0,0,0,0,0,4986,0,10,3
4245,5,5,1,0,0,0,0,0,1,0,0,4245,1,267,8
2254,12,5,0,0,0,0,0,1,0,0,0,2254,1,267,9
3886,19,6,1,0,0,0,0,0,1,0,0,3886,1,46,2
7730,15,6,1,1,0,0,0,0,0,0,0,7730,0,46,2
7866,18,6,0,0,0,0,0,0,0,1,0,7866,1,46,2
6657,16,6,0,0,0,0,0,0,0,0,1,6657,1,46,2
2241,0,6,0,0,0,0,0,0,0,1,0,2241,1,46,2
7364,8,6,0,0,0,1,0,0,0,0,0,7364,1,197,14
2812,10,6,0,0,1,0,0,0,0,0,0,2812,0,63,2
978,3,5,0,0,0,1,0,0,0,0,0,978,0,267,8
3162,9,6,0,0,0,0,0,0,0,1,0,3162,1,186,3
7318,9,6,0,0,0,0,1,0,0,0,0,7318,1,89,3
7195,9,6,0,0,0,1,0,0,0,0,0,7195,1,46,2
1392,17,6,0,0,0,0,0,0,1,0,0,1392,1,46,2
4434,5,6,0,0,1,0,0,0,0,0,0,4434,1,236,3
5101,2,6,0,0,0,0,0,0,0,1,0,5101,1,46,2
2793,15,6,0,1,0,0,0,0,0,0,0,2793,0,46,2
1000,10,6,0,0,0,0,1,0,0,0,0,1000,0,83,6
570,15,6,0,1,0,0,0,0,0,0,0,570,0,46,2
7613,15,6,0,1,0,0,0,0,0,0,0,7613,0,241,3
4125,15,6,0,0,0,0,0,0,1,0,0,4125,1,86,3
943,5,6,0,0,0,1,0,0,0,0,0,943,1,59,3
5515,4,6,0,0,0,0,0,0,0,0,1,5515,1,46,2
4783,21,6,0,0,0,0,0,1,0,0,0,4783,1,111,6
5388,11,6,0,0,0,0,0,0,0,0,1,5388,0,46,2
4602,8,6,0,0,0,0,0,0,0,0,1,4602,1,139,3
4422,10,6,0,0,0,0,0,0,0,1,0,4422,0,123,14
1787,13,6,0,1,0,0,0,0,0,0,0,1787,1,46,2
6384,21,6,0,0,0,0,0,0,0,1,0,6384,1,46,2
1019,2,6,0,0,0,0,0,0,0,1,0,1019,1,171,3
7395,17,6,0,0,0,0,0,1,0,0,0,7395,1,46,2
2201,14,6,0,0,0,0,0,1,0,0,0,2201,0,46,2
6633,0,6,0,0,0,0,0,0,0,1,0,6633,1,46,2
572,20,6,0,0,0,0,0,1,0,0,0,572,1,169,3
2150,13,5,0,0,0,1,0,0,0,0,0,2150,0,267,8
7742,3,6,1,0,0,0,0,0,0,0,1,7742,1,46,2
7989,7,6,0,0,0,1,0,0,0,0,0,7989,0,46,2
3716,3,6,0,0,0,0,1,0,0,0,0,3716,0,177,14
7052,14,6,0,0,0,0,0,0,0,1,0,7052,1,46,2
1569,15,6,0,1,0,0,0,0,0,0,0,1569,0,46,2
6236,1,6,0,0,0,0,0,0,0,0,1,6236,1,46,2
673,7,6,0,0,0,0,0,0,0,1,0,673,0,216,6
1286,15,6,0,1,0,0,0,0,0,0,0,1286,0,46,2
7700,7,6,0,0,1,0,0,0,0,0,0,7700,1,46,2
2553,8,6,0,0,0,0,0,0,0,1,0,2553,1,63,2
1616,8,6,0,0,0,1,0,0,0,0,0,1616,1,210,3
6754,7,6,0,0,0,1,0,0,0,0,0,6754,0,127,3
5895,17,6,1,0,1,0,0,0,0,0,0,5895,1,46,2
2597,15,6,0,0,0,1,0,0,0,0,0,2597,0,46,2
1692,6,6,0,0,1,0,0,0,0,0,0,1692,0,46,2
835,11,6,0,0,0,1,0,0,0,0,0,835,0,137,3
3063,3,5,0,0,0,0,0,0,0,1,0,3063,1,267,8
1156,5,6,0,0,0,0,0,0,1,0,0,1156,0,46,2
3313,2,6,0,0,1,0,0,0,0,0,0,3313,1,46,2
407,21,6,0,0,0,0,0,0,1,0,0,407,1,46,2
7999,12,5,0,0,0,1,0,0,0,0,0,7999,0,267,8
4457,4,6,0,0,1,0,0,0,0,0,0,4457,0,46,2
4247,11,6,0,1,0,0,0,0,0,0,0,4247,1,46,2
2103,4,6,0,0,0,0,0,0,0,0,1,2103,1,46,2
3316,1,6,0,0,0,0,0,0,0,0,1,3316,1,46,2
2661,15,6,0,1,0,0,0,0,0,0,0,2661,0,64,6
1501,5,6,0,0,0,1,0,0,0,0,0,1501,1,90,3
7344,15,6,0,0,0,0,0,0,0,1,0,7344,1,90,3
7612,21,6,0,0,1,0,0,0,0,0,0,7612,1,46,2
5063,11,6,0,0,1,0,0,0,0,0,0,5063,1,46,2
6687,19,5,0,0,0,0,0,0,0,1,0,6687,1,267,9
2971,10,6,0,0,0,0,0,1,0,0,0,2971,1,46,2
6748,2,6,0,0,0,0,0,0,1,0,0,6748,1,46,2
5404,14,6,1,1,0,0,0,0,0,0,0,5404,1,169,3
3408,15,6,0,0,0,0,0,0,0,0,1,3408,1,46,2
7419,22,6,0,0,0,0,0,0,1,0,0,7419,1,46,2
711,22,6,0,0,1,0,0,0,0,0,0,711,0,46,2
2218,9,6,0,0,0,0,0,0,0,0,1,2218,1,46,2
2371,4,6,0,0,0,0,0,1,0,0,0,2371,0,46,2
6731,10,6,0,0,0,0,1,0,0,0,0,6731,0,46,2
772,13,6,0,0,0,1,0,0,0,0,0,772,1,46,2
6104,4,6,0,0,0,0,0,0,0,0,1,6104,1,83,3
7220,15,6,0,1,0,0,0,0,0,0,0,7220,0,184,14
51,4,5,0,0,1,0,0,0,0,0,0,51,0,267,8
5170,3,6,0,0,0,0,0,0,0,0,1,5170,1,46,2
1922,15,6,0,1,0,0,0,0,0,0,0,1922,0,46,2
2211,15,6,0,1,0,0,0,0,0,0,0,2211,0,46,6
3062,9,6,0,0,1,0,0,0,0,0,0,3062,1,46,3
4802,11,6,0,0,1,0,0,0,0,0,0,4802,1,171,3
6574,7,6,0,0,0,0,0,1,0,0,0,6574,0,186,3
7500,1,6,0,0,1,0,0,0,0,0,0,7500,0,15,6
7967,15,6,0,1,0,0,0,0,0,0,0,7967,0,46,2
6593,20,6,0,0,1,0,0,0,0,0,0,6593,1,184,14
2925,21,6,0,0,0,0,0,0,1,0,0,2925,1,63,2
6941,20,6,0,0,0,0,0,0,1,0,0,6941,1,46,2
8,0,6,0,0,1,0,0,0,0,0,0,8,1,46,3
7473,15,6,0,1,0,0,0,0,0,0,0,7473,0,205,14
1793,5,6,0,0,0,1,0,0,0,0,0,1793,1,123,3
1620,7,6,0,0,0,0,0,0,0,1,0,1620,0,65,3
1592,12,6,0,0,0,1,0,0,0,0,0,1592,1,46,2
6640,15,6,1,0,0,0,0,0,1,0,0,6640,0,46,2
5381,21,6,0,0,0,0,0,0,1,0,0,5381,0,93,3
1669,9,6,0,0,0,0,0,0,0,0,1,1669,1,46,2
1288,12,6,0,0,0,0,0,0,0,0,1,1288,0,46,2
1902,2,6,0,0,0,0,0,0,1,0,0,1902,1,46,2
3783,15,6,0,0,0,0,0,0,0,1,0,3783,0,46,2
7403,15,6,0,1,0,0,0,0,0,0,0,7403,0,46,2
1955,6,6,0,0,1,0,0,0,0,0,0,1955,0,186,6
1605,7,6,0,0,0,0,0,0,0,0,1,1605,0,184,3
5273,9,6,0,0,0,0,0,0,1,0,0,5273,1,137,14
4123,8,6,0,0,0,1,0,0,0,0,0,4123,1,46,2
5454,21,5,0,0,0,0,0,0,0,1,0,5454,0,267,8
3554,12,6,0,0,0,0,0,0,0,0,1,3554,1,46,2
1278,5,6,0,0,1,0,0,0,0,0,0,1278,1,46,2
5912,3,6,0,0,0,0,0,0,0,0,1,5912,0,186,2
833,9,6,1,0,1,0,0,0,0,0,0,833,1,46,2
2783,17,5,0,0,0,1,0,0,0,0,0,2783,1,267,9
911,18,6,0,0,0,0,0,0,1,0,0,911,1,155,14
3072,6,6,0,0,0,0,0,0,0,1,0,3072,1,93,3
463,13,6,0,0,0,0,0,0,0,1,0,463,0,90,6
2472,13,6,0,0,0,1,0,0,0,0,0,2472,0,46,2
77,8,6,0,0,0,0,1,0,0,0,0,77,0,46,2
3573,13,6,0,0,0,1,0,0,0,0,0,3573,1,46,3
158,17,6,0,0,0,0,0,0,1,0,0,158,0,171,14
608,15,6,0,0,0,0,0,0,0,0,1,608,0,46,2
881,2,6,0,0,0,0,1,0,0,0,0,881,0,46,2
5503,5,6,0,0,0,0,0,0,0,0,1,5503,1,46,2
5100,14,6,0,0,0,0,0,0,1,0,0,5100,1,46,2
5535,9,6,0,0,0,0,1,0,0,0,0,5535,0,46,2
28,15,6,0,1,0,0,0,0,0,0,0,28,0,46,2
3699,11,6,0,1,0,0,0,0,0,0,0,3699,1,46,3
7669,22,6,0,0,0,0,0,0,1,0,0,7669,1,46,2
7892,8,6,0,0,0,0,0,1,0,0,0,7892,0,46,2
3937,16,6,0,0,0,0,0,0,0,1,0,3937,1,46,2
5521,8,6,0,1,0,0,0,0,0,0,0,5521,1,197,14
3917,15,6,1,1,0,0,0,0,0,0,0,3917,0,204,14
1261,21,6,0,0,0,0,0,0,0,1,0,1261,1,46,2
5670,20,6,0,0,0,0,0,0,1,0,0,5670,1,46,2
421,9,6,0,0,0,1,0,0,0,0,0,421,1,195,3
1667,12,6,0,0,0,0,0,0,0,0,1,1667,1,177,14
7131,19,6,0,0,0,0,0,0,1,0,0,7131,0,82,6
3128,15,6,0,0,0,0,0,0,0,0,1,3128,1,46,2
2956,20,6,0,0,0,0,0,0,1,0,0,2956,1,46,2
6019,20,6,0,0,1,0,0,0,0,0,0,6019,1,46,2
6369,6,6,0,0,0,0,0,0,0,1,0,6369,1,46,2
4740,21,6,0,0,0,0,0,0,0,1,0,4740,0,46,2
1652,5,6,0,0,0,0,0,0,0,0,1,1652,1,46,2
5691,8,6,1,0,0,0,0,1,0,0,0,5691,0,197,14
2528,18,6,0,0,0,0,0,1,0,0,0,2528,1,46,2
1064,14,6,0,0,1,0,0,0,0,0,0,1064,1,177,3
145,11,5,0,0,0,0,0,1,0,0,0,145,1,267,4
2120,19,6,0,0,0,1,0,0,0,0,0,2120,0,137,14
5193,5,6,0,0,1,0,0,0,0,0,0,5193,1,46,2
1905,1,6,0,0,0,0,1,0,0,0,0,1905,0,46,2
3221,12,6,0,0,0,0,0,0,0,0,1,3221,1,46,2
3432,7,6,0,0,0,0,0,0,0,1,0,3432,0,46,2
5992,15,6,0,1,0,0,0,0,0,0,0,5992,0,177,14
3993,5,6,0,0,0,0,0,0,0,0,1,3993,0,46,2
3144,19,6,0,0,1,0,0,0,0,0,0,3144,1,46,2
2381,16,6,0,0,0,0,0,0,0,1,0,2381,0,46,2
4726,14,6,0,0,0,0,0,0,0,1,0,4726,0,46,2
3211,15,6,0,0,0,0,0,0,0,0,1,3211,1,216,3
4182,7,6,0,0,0,0,0,0,0,0,1,4182,1,46,2
3489,15,6,0,0,0,0,0,0,1,0,0,3489,1,46,2
2608,15,6,0,0,1,0,0,0,0,0,0,2608,1,46,2
1856,6,6,0,0,0,1,0,0,0,0,0,1856,1,46,3
5380,16,6,0,0,0,0,0,0,1,0,0,5380,1,46,2
2938,14,6,1,0,0,0,0,0,0,0,1,2938,0,46,2
6448,5,6,1,0,0,0,1,0,0,0,0,6448,1,197,14
2146,5,6,0,0,0,0,0,0,0,1,0,2146,0,127,14
3386,7,6,0,0,0,1,0,0,0,0,0,3386,0,46,2
3338,15,6,0,1,0,0,0,0,0,0,0,3338,0,180,6
4860,16,6,0,0,0,0,0,0,1,0,0,4860,1,169,6
786,0,6,0,0,0,0,0,0,0,1,0,786,0,46,2
